Measure Mode: wall_time
Thread ID: 69917501084600
Fiber ID: 69917530404360
Total: 54.721102
Sort by: self_time

 %self      total      self      wait     child     calls  name
 19.17     19.015    10.492     8.524     0.000     6000   IO#gets
  0.00     13.002     0.000    13.001     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511357140
Fiber ID: 69917511428400
Total: 12.897030
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.002     0.002     0.000     0.000        1   Kernel#sleep
  0.00     12.897     0.000    12.895     0.002        1   Timeout#timeout

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511426280
Fiber ID: 69917512113820
Total: 12.878039
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.878     0.000    12.877     0.001        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.001     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#receive
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#__old_receive
  0.00      0.001     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517901720
Fiber ID: 69917517994260
Total: 12.804277
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.804     0.000    12.804     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517990800
Fiber ID: 69917519645560
Total: 12.790288
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01     12.790     0.002    12.789     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519868080
Fiber ID: 69917519915660
Total: 12.760906
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.761     0.000    12.761     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519913960
Fiber ID: 69917520533560
Total: 12.754220
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.754     0.000    12.754     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520955540
Fiber ID: 69917521053200
Total: 12.683976
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.684     0.000    12.684     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521866560
Fiber ID: 69917521909500
Total: 12.650343
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.650     0.000    12.650     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521907240
Fiber ID: 69917521981440
Total: 12.632908
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.58     12.633     0.073    12.560     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521977800
Fiber ID: 69917522136160
Total: 12.558738
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.559     0.000    12.559     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522133700
Fiber ID: 69917527914600
Total: 12.550124
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.550     0.000    12.547     0.004        1   Stomp::Client#start_listeners
  0.00      0.004     0.000     0.000     0.004        2   Mutex#synchronize
  0.00      0.004     0.000     0.004     0.000        1   IO#gets
  0.00      0.004     0.000     0.000     0.004        1   Stomp::Connection#__old_receive
  0.00      0.004     0.000     0.000     0.004        1   Stomp::Connection#_init_line_read
  0.00      0.004     0.000     0.000     0.004        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.004     0.000     0.000     0.004        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528114940
Fiber ID: 69917528153400
Total: 12.483746
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.484     0.000    12.484     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528152560
Fiber ID: 69917528456040
Total: 12.468304
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.468     0.000    12.468     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528649740
Fiber ID: 69917528686820
Total: 12.465197
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.465     0.000    12.465     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529285940
Fiber ID: 69917529423720
Total: 12.435543
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.436     0.000    12.435     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529422640
Fiber ID: 69917529747960
Total: 12.424750
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.425     0.000    12.425     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529885800
Fiber ID: 69917529926360
Total: 12.402592
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.403     0.000    12.402     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529939860
Fiber ID: 69917530400640
Total: 12.392003
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.392     0.000    12.392     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530928460
Fiber ID: 69917531081220
Total: 12.360322
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.360     0.000    12.360     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531079600
Fiber ID: 69917531942540
Total: 12.351876
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     12.352     0.000    12.352     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
